Dataset,Mixture Label,length,Duplicate,Duplicate Of,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42,length
Bushdid,271,30,False,,CCCC(=O)OC(C)(C)Cc1ccccc1,COc1ccccc1,CCCCCCCC(=O)OCC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)=CCCC(C)C=O,Cc1ccc(C(C)C)c(O)c1,CCCCCC(C)O,CCCC(=O)CC,CC12CCC(CC1)C(C)(C)O2,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCC(C)S,CC(C)(O)CCc1ccccc1,CC(C)C=O,O=Cc1ccccc1,CC/C=C1\OC(=O)c2ccccc21,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC[C@H](C)CCO,Cc1ccc(O)cc1,CCCCSCCCC,COC(OC)C(C)c1ccccc1,c1ccc2[nH]ccc2c1,CC(C)C(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OC,CCCO,CCCCCCOC(=O)CCCCC,CCc1ccc(O)c(OC)c1,CCCCCC(C)=O,c1ccc(Oc2ccccc2)cc1,Cc1ccc2ncccc2c1,,,,,,,,,,,,,,30
Bushdid,272,30,False,,CCCCC(=O)O,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,Cc1c[nH]c2ccccc12,CSC,CC1CCC(=O)O1,CC(=O)c1ccccn1,c1ccsc1,SCc1ccco1,CC1=CCC2CC1C2(C)C,CC(=O)OCCC(C)C,C=CCc1ccc(O)c(OC)c1,O=C(O)Cc1ccccc1,CCCCNCCCC,Cc1cc(O)c(C(C)C)cc1Cl,CCC/C=C/C=O,CC(C)c1ccc(C=O)cc1,CC(=O)C(=O)O,Cc1nccnc1C,CCCC(=O)SC,OCCc1ccccc1,CCCCCCCCCC(=O)O,CCOC(=O)CC,C=CC(O)CC,CCCCCCO,CC(=O)C(C)O,COC(=O)c1ccccc1N,C=C(C)[C@H]1CC=C(C)CC1,CCCCOC(C)=O,CC(C)=O,,,,,,,,,,,,,,30
Bushdid,273,10,False,,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCOC(=O)CCC,CC(C)O,CCC(C)S,CCCCCC(=O)O,CCCC(=O)SC,CCCCCCCCCOC(C)=O,Cc1cc(O)c(C(C)C)cc1Cl,COc1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,274,10,False,,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCOC(=O)CCC,CC1CCC(=O)O1,CCCCCCCCC(C)=O,CCCC(C)O,CC12CCC(CC1)C(C)(C)O2,CC(C)(O)CCc1ccccc1,CC(=O)OCCc1ccccc1,CCCC(=O)OC(C)(C)Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,275,10,False,,CCCCCCCCCC(=O)OCC,CC(C)CC(=O)O,CC(=O)c1ccccc1,CC(=O)OCCc1ccccc1,O=C/C=C/c1ccccc1,CCCCCOC(C)=O,CCCCC(=O)OCC,C=CC(O)CC,CC(C)(O)CCc1ccccc1,CCCC(=O)OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,276,10,False,,CCCCCCCCCC(=O)OCC,CC(C)CC(=O)O,CC(=O)c1ccccc1,CC(=O)OCCc1ccccc1,O=C/C=C/c1ccccc1,CCCCCOC(C)=O,C=CCCCCCCCCC(=O)O,CCCSCCC,CCCC(C)O,CC1=CC[C@@H](C(C)(C)O)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,277,30,False,,CCCCCC(C)=O,C=CCCC(=O)O,CC(C)CC=O,CC(=O)O,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)OCCc1ccccc1,CC=O,COC(OC)C(C)c1ccccc1,CN(C)C,Cc1ccc(OC(=O)C(C)C)cc1,CCOC(=O)CC,CCCCSCCCC,CC(C)c1ccc(C=O)cc1,CC(C)=CCC/C(C)=C/CO,COc1ccc(C)cc1,CC(C)=CCC[C@H](C)CCO,CCCCCC=O,CCCC(=O)OC,CCCCCCCC(=O)OC,CC(C)O,CC(O)C(=O)O,COc1ccc(C=O)cc1,CCOC(=O)CCC(=O)OCC,CC(=O)OCCC(C)C,CC(=O)C(C)O,CCOC(=O)c1ccccc1,OCCc1ccccc1,Cc1ccc(C(C)C)c(O)c1,CC(C)=CCCC(C)C=O,Cc1ccccc1,,,,,,,,,,,,,,30
Bushdid,278,30,False,,CCCCCC(C)=O,C=CCCC(=O)O,CC(C)CC=O,CC(=O)O,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)OCCc1ccccc1,CC=O,COC(OC)C(C)c1ccccc1,CN(C)C,Cc1ccc(OC(=O)C(C)C)cc1,CCOC(=O)CC,CCCCSCCCC,CC(C)c1ccc(C=O)cc1,CC(C)=CCC/C(C)=C/CO,COc1ccc(C)cc1,CC(C)=CCC[C@H](C)CCO,CCCCCC=O,CCCC(=O)OC,CCCCCCCC(=O)OC,CC(C)O,CC(C)C=O,c1ccsc1,CCCCCCCCCC(=O)OCC,CC(=O)C(=O)O,CCCO,CCCCCCCCC(C)=O,Cc1ccc(O)cc1,OC1CCCCC1,CCCCCCCC(C)O,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,30
Bushdid,279,30,False,,O=C(O)Cc1ccccc1,CCCC(C)O,CCC(=O)OC,CCCSCCC,CCCCCOC(C)=O,COC(=O)c1ccccc1N,CCCCCC(=O)OCC,C=CC(O)CCCCC,CCCCC(=O)O,CSSC,CSSSC,C=CCCC(=O)O,CCCCCC1CCC(=O)O1,OC1CCCCC1,CC(CC=O)CCCC(C)(C)O,CC(=O)Oc1ccc(C)cc1,CCCC(=O)CC,c1ccc2[nH]ccc2c1,CCCCCCC=O,COC(=O)c1ccccc1O,COc1ccccc1,CC(C)C(=O)O,Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)cc1,C1CCSC1,CCCCCCCCCC(=O)OCC,CCCC(=O)OC,CCCS,CC1=CC[C@@H](C(C)(C)O)CC1,C=CCCCCCCCCC(=O)O,,,,,,,,,,,,,,30
Bushdid,280,30,False,,O=C(O)Cc1ccccc1,CCCC(C)O,CCC(=O)OC,CCCSCCC,CCCCCOC(C)=O,COC(=O)c1ccccc1N,CCCCCC(=O)OCC,C=CC(O)CCCCC,CCCCC(=O)O,CSSC,CSSSC,C=CCCC(=O)O,CCCCCC1CCC(=O)O1,OC1CCCCC1,CC(CC=O)CCCC(C)(C)O,CC(=O)Oc1ccc(C)cc1,CCCC(=O)CC,c1ccc2[nH]ccc2c1,CCCCCCC=O,COC(=O)c1ccccc1O,COc1ccccc1,CC(C)C(=O)O,Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)cc1,C1CCSC1,CCCCCCCCCC(=O)OCC,CCCC(=O)OC,CCCS,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCCCCCCC=O,,,,,,,,,,,,,,30
Bushdid,281,10,False,,CC1=CCC2CC1C2(C)C,CCCC(=O)O,C=C[C@](C)(O)CCC=C(C)C,CCCCC(=O)O,Cc1ccccc1,CCCCCC(C)O,CCCCCC(=O)OCC,Cc1ccc(O)cc1,CC(O)C(=O)O,CC(C)c1ccc(C=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,282,10,False,,CCCCCCCC(=O)OCC,CCCCCCC=O,CCCC(C)O,O=C/C=C/c1ccccc1,O=C(O)Cc1ccccc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC1=CC(=O)CC(C)(C)C1,Cc1ccc(C(C)C)c(O)c1,CC(=O)C=C(C)C,CCC(C)S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,283,20,False,,CN(C)C,CC(C)C(=O)O,CC(C)(O)CCc1ccccc1,C=CC(O)CCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)cc1,CCCCCCCC1CCC(=O)O1,CCCCCCCCCCC=O,CCCCCCCC(=O)OC,C=CCCC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCCCCC(=O)OCC,Cc1nccnc1C,CCCCCC=O,CCOC(=O)C(C)O,CCOC(=O)c1ccccc1,CC(=O)Oc1ccc(C)cc1,CCCC(O)CC,CCCO,CC=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,284,20,False,,CN(C)C,CC(C)C(=O)O,CC(C)(O)CCc1ccccc1,C=CC(O)CCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)cc1,CCCCCCCC1CCC(=O)O1,CCCCCCCCCCC=O,CCCCCCCC(=O)OC,C=CCCC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCCCCC(=O)OCC,Cc1nccnc1C,CCCCCC=O,CCOC(=O)C(C)O,c1ccc2[nH]ccc2c1,CCCCCCC=O,CSCSC,CC1CCC(=O)O1,Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,285,30,False,,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(C)O,CCCCCCCCCOC(C)=O,CCC(C)S,Cc1ccccc1,CCOC(=O)CCC(=O)OCC,CC(C)c1ccc(C=O)cc1,CCCC(=O)OC,CC(C)O,c1ccc(Oc2ccccc2)cc1,Cc1ccc(OC(=O)C(C)C)cc1,SCc1ccco1,CCCC(=O)O,CC(=O)OCCC(C)C,COC(=O)c1ccccc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCOC(=O)CC,CC(O)C(=O)O,CCOC(=O)c1ccccc1,Cc1ccc2ncccc2c1,CC/C=C1\OC(=O)c2ccccc21,C=C(C)[C@H]1CC=C(C)CC1,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(=O)CCCC,CC1=CCC2CC1C2(C)C,C=CC(O)CCCCC,CCCCCCCCCC(=O)OCC,CSC,CC(C)=CCCC(C)C=O,CC(=O)Oc1ccc(C)cc1,,,,,,,,,,,,,,30
Bushdid,286,30,False,,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(C)O,CCCCCCCCCOC(C)=O,CCC(C)S,Cc1ccccc1,CCOC(=O)CCC(=O)OCC,CC(C)c1ccc(C=O)cc1,CCCC(=O)OC,CC(C)O,c1ccc(Oc2ccccc2)cc1,Cc1ccc(OC(=O)C(C)C)cc1,SCc1ccco1,CCCC(=O)O,CC(=O)OCCC(C)C,COC(=O)c1ccccc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCOC(=O)CC,CC(O)C(=O)O,CCOC(=O)c1ccccc1,Cc1ccc2ncccc2c1,CCCCC(=O)O,CCCC(O)CC,Cc1ccc(O)cc1,O=C(O)Cc1ccccc1,CCCC(C)O,CCCC(=O)CC,CSSC,C1CCSC1,CCC(=O)OC,CCCCCCCC(C)O,,,,,,,,,,,,,,30
Bushdid,287,20,False,,CC(C)C(=O)O,CCCCCCC=O,Cc1ccccc1C=O,CCCSCCC,SCc1ccco1,OC1CCCCC1,CC(C)=CCCC(C)C=O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCCCCC=O,CC(CC=O)CCCC(C)(C)O,CCCCCOC(C)=O,CCCCCC(C)O,Cc1nccnc1C,CCCCCOC(=O)CCCC,CC/C=C1\OC(=O)c2ccccc21,CC(C)C=O,CCCC=O,CC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,C=CC(O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,288,20,False,,CC(C)C(=O)O,CCCCCCC=O,Cc1ccccc1C=O,CCCSCCC,SCc1ccco1,OC1CCCCC1,CC(C)=CCCC(C)C=O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCCCCC=O,CC(CC=O)CCCC(C)(C)O,CCCCCOC(C)=O,CCCCCC(C)O,Cc1nccnc1C,CCCCCOC(=O)CCCC,CC/C=C1\OC(=O)c2ccccc21,CC(C)C=O,CCCC=O,CC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,289,30,False,,SCc1ccco1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(O)C(=O)O,CCCCCCO,c1ccsc1,CCCC=O,CC/C=C1\OC(=O)c2ccccc21,COC(=O)c1ccccc1N,CCCSCCC,CC(=O)c1ccccc1,CCCCCC(=O)OCC,CCCCCCCCCC(=O)O,O=C(O)Cc1ccccc1,C=C[C@](C)(O)CCC=C(C)C,C=CCCCCCCCCC(=O)O,CC(=O)C(C)O,CC(C)CC(=O)O,CCCCCCCC(=O)OCC,COc1ccc(C)cc1,CSC,OC1CCCCC1,COc1ccc(C=O)cc1,CC1=CCC2CC1C2(C)C,Cc1ccc(OC(=O)C(C)C)cc1,CCC(C)S,CCCCCCCCCC(=O)OCC,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)C(=O)O,CCCCC(=O)O,CC1=CC[C@@H](C(C)(C)O)CC1,,,,,,,,,,,,,,30
Bushdid,290,30,False,,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCCCC(=O)OC,c1ccc(Oc2ccccc2)cc1,CC1=CCC(C(C)C)C=C1,c1ccc2[nH]ccc2c1,OCCc1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCCCC(C)O,COC(=O)c1ccccc1O,CCCC(=O)OC,Cc1c[nH]c2ccccc12,COc1ccccc1,CC(C)C=O,COC(OC)C(C)c1ccccc1,CCCCSCCCC,Cc1ccccc1,CCCCC(=O)OCC,CC(C)=O,CCCCCC1CCC(=O)O1,CCOC=O,CCOC(=O)CC,CCCC(=O)OCC,CC(C)=CCC/C(C)=C/CO,CCCCOC(C)=O,Cc1ccc(C(C)C)cc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1,C=CCc1ccc(O)c(OC)c1,CC(=O)O,O=Cc1ccccc1,,,,,,,,,,,,,,30
Bushdid,291,20,False,,CC(O)C(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,COc1ccc(C=O)cc1,CC(=O)Oc1ccc(C)cc1,O=Cc1ccccc1,CC(C)C=O,CC(=O)c1ccccc1,CSSC,CCCC(=O)OC,CCCCOC(C)=O,CCCCCCCC(=O)OCC,CC(=O)OCCC(C)C,CC12CCC(CC1)C(C)(C)O2,CSCSC,CSSSC,CC(=O)C=C(C)C,CCC/C=C/C=O,OCCc1ccccc1,COc1ccccc1O,CSC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,292,20,False,,CCCCCC(C)=O,CCCCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCCC=O,COC(=O)c1ccccc1N,C1CCSC1,Cc1ccccc1C=O,CCOC=O,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCCC(C)=O,CCCC(C)O,CCC(C)S,CCCC(=O)CC,C=CCc1ccc(O)c(OC)c1,Cc1ccc(C(C)C)c(O)c1,COC(=O)c1ccccc1,CCCCCCCCCC(=O)O,CCCSCCC,CC(C)=CCC/C(C)=C/CO,C=CC(O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,293,30,False,,CC(=O)OCCC(C)C,CC(=O)C(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,OC1CCCCC1,CCOC(=O)CCC(=O)OCC,CCCCC(=O)OCC,CCCCC(=O)O,CC(=O)C=C(C)C,c1ccc(Oc2ccccc2)cc1,CCCCCCCCCC(=O)OCC,CC(C)C(=O)O,C=CC(O)CCCCC,CSCSC,CC(O)C(=O)O,CC12CCC(CC1)C(C)(C)O2,CCCC(=O)CC,CCCCCCCCCOC(C)=O,CC(C)O,CCOC=O,CCOC(=O)c1ccccc1,CC1=CC(=O)CC(C)(C)C1,CCC/C=C/C=O,CCCSCCC,CC(=O)c1ccccn1,CCOC(=O)CC,CCCCCCC=O,O=C/C=C/c1ccccc1,CN(C)C,CCCC(=O)O,CCCO,,,,,,,,,,,,,,30
Bushdid,294,30,False,,SCc1ccco1,O=C(O)Cc1ccccc1,CCCCCCCCC(C)=O,c1ccsc1,CCC(=O)OC,CC(CC=O)CCCC(C)(C)O,COC(=O)c1ccccc1N,C#Cc1ccccc1,CCCCC/C=C/C=C/C=O,CCCC=O,Cc1ccc(C(C)C)cc1,CCCCCCCC(=O)OC,CCCCCCCCCC(=O)O,C=CCCC(=O)O,CCCCCOC(C)=O,CC=O,CSSC,CC(=O)c1ccccc1,CCCCSCCCC,CCCCCCCC1CCC(=O)O1,Cc1nccnc1C,CC(C)c1ccc(C=O)cc1,CCCS,CC(C)CC(=O)O,COc1ccccc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCCOC(=O)CCCCC,CC(C)C=O,CC1CCC(=O)O1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,,,,,,,,,,,,,,30
Bushdid,295,10,False,,C=CC(O)CC,CCCC(=O)OC,Cc1ccccc1C=O,CC(C)=O,CCCCCCCCCCC=O,CCOC(=O)CCC(=O)OCC,c1ccsc1,CCCCCC(=O)OCC,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCC(C)S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,296,10,False,,C=CC(O)CC,CCCC(=O)OC,Cc1ccccc1C=O,CC(C)=O,CCCCCCCCCCC=O,CCOC(=O)CCC(=O)OCC,COc1ccc(C)cc1,CCCC(=O)CC,C=CCc1ccc(O)c(OC)c1,Cc1ccc(C(C)C)c(O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,297,20,False,,COc1ccc(C)cc1,COC(=O)c1ccccc1O,CC(C)=CCC[C@H](C)CCO,CC1CCC(=O)O1,CC(CC=O)CCCC(C)(C)O,CC1=CCC2CC1C2(C)C,CCCCCCCC1CCC(=O)O1,CC=O,O=C(O)Cc1ccccc1,COc1ccccc1O,CCOC=O,COC(OC)C(C)c1ccccc1,CC(C)CC=O,CC(=O)O,CC(O)C(=O)O,CC(C)=CCC/C(C)=C/CO,C#Cc1ccccc1,CCOC(=O)C(C)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,Cc1nccnc1C,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,298,20,False,,COc1ccc(C)cc1,COC(=O)c1ccccc1O,CC(C)=CCC[C@H](C)CCO,CC1CCC(=O)O1,CC(CC=O)CCCC(C)(C)O,CCCCCCCCCC(=O)O,COC(=O)c1ccccc1,O=Cc1ccccc1,Cc1ccccc1C=O,CCCC(=O)CC,Cc1cc(O)c(C(C)C)cc1Cl,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCC(C)O,CCCCCCCC(=O)OC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCCCC=O,CC(=O)c1ccccn1,CCCCCC(=O)O,CSSSC,COc1ccc(C=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,299,30,False,,COC(=O)c1ccccc1N,Cc1ccc(OC(=O)C(C)C)cc1,CCCC(=O)OCC,CC(C)C(=O)O,OC1CCCCC1,CC(C)=CCC/C(C)=C/CO,CCCCCCOC(=O)CCCCC,CCCCCCCC1CCC(=O)O1,CCCCOC(C)=O,Cc1c[nH]c2ccccc12,CC1=CC[C@@H](C(C)(C)O)CC1,CSSC,COc1ccccc1O,CCCSCCC,CCc1ccc(O)c(OC)c1,CCCCCOC(=O)CCCC,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccccc1,CC(C)c1ccc(C=O)cc1,CCCS,CCCCCCCCCCC=O,C=CCCCCCCCCC(=O)O,C#Cc1ccccc1,CCCC(=O)O,Cc1ccccc1C=O,CC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCOC(C)=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,,,30
Bushdid,300,30,False,,C=CC(O)CC,CCC(C)S,CCCCCC(=O)O,CCOC(=O)c1ccccc1,CCCCCC1CCC(=O)O1,C=CCCC(=O)O,CC(=O)Oc1ccc(C)cc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CCc1ccc(O)c(OC)c1,CSSSC,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,CC(C)O,CSC,CCCCCC(=O)OCC,CCCCCC(C)=O,CC(C)=CCC[C@H](C)CCO,CC(=O)OCCc1ccccc1,CCCO,CC(=O)C=C(C)C,CC1=CCC(C(C)C)C=C1,CC(C)(O)CCc1ccccc1,CC(=O)c1ccccn1,CCCC(=O)OC,CC(=O)O,c1ccsc1,CC(=O)C(=O)O,O=Cc1ccccc1,CCCCCCCCCC(=O)OCC,,,,,,,,,,,,,,30
Bushdid,301,20,False,,CCCCCCCCCOC(C)=O,CC1=CCC(C(C)C)C=C1,CCC(C)S,C#Cc1ccccc1,CC(=O)c1ccccn1,CSSSC,CC(=O)OCCC(C)C,O=Cc1ccccc1,CSCSC,CCCCCOC(=O)CCC,CCCCCCCCCC(=O)OCC,CCOC(=O)C(C)O,C=CC(O)CCCCC,C=C1CC[C@H]2C[C@@H]1C2(C)C,O=C/C=C/c1ccccc1,C=CCc1ccc(O)c(OC)c1,CCCCCC1CCC(=O)O1,COC(OC)C(C)c1ccccc1,CCCCCCCC(=O)OCC,CC12CCC(CC1)C(C)(C)O2,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,302,20,False,,CCCCCCCCCOC(C)=O,CC1=CCC(C(C)C)C=C1,CCC(C)S,C#Cc1ccccc1,CC(=O)c1ccccn1,CSSSC,CC(=O)OCCC(C)C,O=Cc1ccccc1,CSCSC,CCCCCOC(=O)CCC,CCCCCCCCCC(=O)OCC,CCOC(=O)C(C)O,C=CC(O)CCCCC,C=C1CC[C@H]2C[C@@H]1C2(C)C,O=C/C=C/c1ccccc1,CCCCCCCCCCC=O,CCCC(=O)CC,CCCCCCO,C=C[C@](C)(O)CCC=C(C)C,CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,303,20,False,,CCCCSCCCC,CC(C)O,CCCCCC(C)O,CCCC(=O)OCC,CCCC(C)O,CC(C)CC=O,C=CCc1ccc(O)c(OC)c1,CC12CCC(CC1)C(C)(C)O2,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCC(=O)OCC,COc1ccccc1,CC(C)=O,COc1ccc(C=O)cc1,CC1=CC(=O)CC(C)(C)C1,CC(=O)OCCC(C)C,CC(C)C=O,CCC/C=C/C=O,CCCC(=O)OC,C=C[C@](C)(O)CCC=C(C)C,CC(CC=O)CCCC(C)(C)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,304,20,False,,CCCCSCCCC,CC(C)O,CCCCCC(C)O,CCCC(=O)OCC,CCCC(C)O,CC(C)CC=O,C=CCc1ccc(O)c(OC)c1,CC12CCC(CC1)C(C)(C)O2,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCC(=O)OCC,CCCCCOC(=O)CCCC,CCCS,Cc1c[nH]c2ccccc12,C=CC(O)CCCCC,CC(=O)c1ccccc1,C=CC(O)CC,CCOC(=O)C1OC1(C)c1ccccc1,CSC,CCCC(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,305,30,False,,C=CCCC(=O)O,C=CC(O)CCCCC,O=C(O)Cc1ccccc1,COC(=O)c1ccccc1,CCCCSCCCC,CCCCCCCCCC(=O)O,CCCCC/C=C/C=C/C=O,CC(C)CC(=O)O,CC(=O)c1ccccn1,CCCCC(=O)OCC,CCCC(=O)O,CC=O,CCC/C=C/C=O,CCCCCOC(=O)CCC,COC(=O)c1ccccc1O,C=C(C)[C@H]1CC=C(C)CC1,CCOC=O,CCCCCCCC(=O)OC,C=CCCCCCCCCC(=O)O,SCc1ccco1,CC/C=C1\OC(=O)c2ccccc21,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCOC(=O)CCC(=O)OCC,CC(C)=CCCC(C)C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)C(=O)O,CCCC(=O)SC,CC1=CCC2CC1C2(C)C,COc1ccccc1O,CCCCC(=O)O,,,,,,,,,,,,,,30
Bushdid,306,30,False,,Cc1ccc2ncccc2c1,CC(O)C(=O)O,CCCCCCCCCOC(C)=O,CCCC(=O)OC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCC(C)O,Cc1ccc(O)cc1,CCCCOC(C)=O,c1ccc2[nH]ccc2c1,O=C/C=C/c1ccccc1,CCCC(O)CC,COc1ccc(C=O)cc1,Cc1nccnc1C,CCCCCCCC=O,CSCSC,C1CCSC1,Cc1cc(O)c(C(C)C)cc1Cl,CC(C)C(=O)O,C=CCc1ccc(O)c(OC)c1,CCOC(=O)CC,CC(=O)Oc1ccc(C)cc1,CCCCCCC=O,CC(=O)OCCc1ccccc1,CCCS,CCCC(=O)OCC,Cc1ccccc1,CCCCCCO,CC12CCC(CC1)C(C)(C)O2,CCCCCOC(C)=O,CSC,,,,,,,,,,,,,,30
Bushdid,307,10,False,,CCCC=O,C=CCCCCCCCCC(=O)O,CC(=O)C(C)O,CCC(C)S,CCCC(O)CC,CCCC(=O)OC,C#Cc1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,OCCc1ccccc1,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,308,10,False,,CCCSCCC,CCCCCCO,CCCC(C)O,OC1CCCCC1,SCc1ccco1,CCC(=O)OC,CCc1ccc(O)c(OC)c1,Cc1ccccc1C=O,CCCCNCCCC,CC1=CC[C@@H](C(C)(C)O)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,309,30,False,,CCCC=O,CC(C)=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CSCSC,CC(O)C(=O)O,CCCCCCCC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCCO,CCCCCCCCCC(=O)OCC,CCCC(=O)SC,CC1CCC(=O)O1,CN(C)C,CCCCCCCC(C)O,CCCC(=O)O,C=CC(O)CCCCC,CCCCCOC(=O)CCCC,CSSC,CCCC(C)O,C=CCCCCCCCCC(=O)O,COc1ccccc1,CC(CC=O)CCCC(C)(C)O,COc1ccccc1O,C=CC(O)CC,CCCCCOC(C)=O,CC(=O)C(C)O,COc1ccc(C)cc1,CCCCCCC=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCC(C)S,CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,30
